Index_x,CardNo,Sex,Major,AccessCardNo,Index_y,Date,Address,Access,Describe
154,180154,女,18会计,709322,1353611,2019-04-14 21:36:00,第六教学楼[进门],1,允许通过
154,180154,女,18会计,709322,1356967,2019-04-15 09:41:00,第六教学楼[出门],1,允许通过
154,180154,女,18会计,709322,1357561,2019-04-16 09:39:00,第六教学楼[出门],1,允许通过
154,180154,女,18会计,709322,1359498,2019-04-17 09:57:00,第六教学楼[进门],1,允许通过
154,180154,女,18会计,709322,1367575,2019-04-23 22:20:00,第六教学楼[进门],1,允许通过
187,180187,女,18会计,20602538,1334370,2019-04-01 19:02:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1334512,2019-04-01 21:19:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1335313,2019-04-05 20:35:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1336538,2019-04-07 14:35:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1339198,2019-04-03 18:51:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1339479,2019-04-03 22:21:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1341194,2019-04-02 09:35:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1341311,2019-04-02 14:41:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1344500,2019-04-29 10:35:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1345479,2019-04-30 09:48:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1345515,2019-04-30 10:23:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1347256,2019-04-08 13:31:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1348216,2019-04-08 21:25:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1348294,2019-04-08 22:33:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1348726,2019-04-09 19:41:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1350324,2019-04-10 21:33:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1354013,2019-04-12 19:26:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1354043,2019-04-12 19:44:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1355001,2019-04-13 20:28:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1355944,2019-04-14 00:00:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1361480,2019-04-18 21:56:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1361750,2019-04-19 10:49:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1362550,2019-04-19 18:58:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1367815,2019-04-22 19:49:00,飞凤轩[出门],1,允许通过
187,180187,女,18会计,20602538,1367959,2019-04-22 21:56:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1368575,2019-04-23 22:56:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1370457,2019-04-25 22:00:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1370483,2019-04-25 22:18:00,飞凤轩[进门],1,允许通过
187,180187,女,18会计,20602538,1373756,2019-04-27 02:13:00,飞凤轩[出门],1,允许通过
199,180199,女,18会计,20026282,1339023,2019-04-03 23:50:00,第六教学楼[进门],1,允许通过
199,180199,女,18会计,20026282,1340543,2019-04-04 23:49:00,第六教学楼[出门],1,允许通过
199,180199,女,18会计,20026282,1340568,2019-04-02 02:41:00,第六教学楼[进门],1,允许通过
199,180199,女,18会计,20026282,1349867,2019-04-10 21:32:00,第六教学楼[进门],1,允许通过
199,180199,女,18会计,20026282,1349876,2019-04-10 21:41:00,第六教学楼[出门],1,允许通过
199,180199,女,18会计,20026282,1357742,2019-04-16 22:20:00,第六教学楼[进门],1,允许通过
199,180199,女,18会计,20026282,1357775,2019-04-16 00:00:00,第六教学楼[进门],1,允许通过
219,180219,男,18金融管理,14963738,1366850,2019-04-21 15:16:00,青鸾苑[进门],1,允许通过
227,180227,男,18金融管理,20845322,1334469,2019-04-01 20:38:00,飞凤轩[出门],1,允许通过
227,180227,男,18金融管理,20845322,1334474,2019-04-01 20:43:00,飞凤轩[进门],1,允许通过
227,180227,男,18金融管理,20845322,1340330,2019-04-04 15:52:00,飞凤轩[出门],1,允许通过
227,180227,男,18金融管理,20845322,1341222,2019-04-02 09:50:00,飞凤轩[进门],1,允许通过
227,180227,男,18金融管理,20845322,1343760,2019-04-02 16:40:00,飞凤轩[出门],1,允许通过
227,180227,男,18金融管理,20845322,1343768,2019-04-02 16:46:00,飞凤轩[进门],1,允许通过
227,180227,男,18金融管理,20845322,1344992,2019-04-29 19:49:00,飞凤轩[出门],1,允许通过
227,180227,男,18金融管理,20845322,1346013,2019-04-30 22:14:00,飞凤轩[进门],1,允许通过
227,180227,男,18金融管理,20845322,1350238,2019-04-10 20:18:00,飞凤轩[出门],1,允许通过
227,180227,男,18金融管理,20845322,1358519,2019-04-16 09:37:00,飞凤轩[出门],1,允许通过
227,180227,男,18金融管理,20845322,1362468,2019-04-19 14:36:00,飞凤轩[出门],1,允许通过
227,180227,男,18金融管理,20845322,1370671,2019-04-26 00:00:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1331409,2019-04-01 06:41:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1334365,2019-04-01 00:00:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1335221,2019-04-05 16:07:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1335634,2019-04-06 10:59:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1335845,2019-04-06 17:51:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1336166,2019-04-07 07:22:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1336239,2019-04-07 09:02:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1336283,2019-04-07 10:20:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1336284,2019-04-07 10:21:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1336287,2019-04-07 10:24:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1337236,2019-04-03 06:42:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1340766,2019-04-04 00:00:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1340980,2019-04-04 21:51:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1343775,2019-04-02 16:51:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1344056,2019-04-02 20:43:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1344142,2019-04-02 21:59:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1344477,2019-04-29 10:11:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1345268,2019-04-30 06:50:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1345316,2019-04-30 07:51:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1346104,2019-04-08 06:33:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1348356,2019-04-09 06:32:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1348506,2019-04-09 10:52:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1348976,2019-04-10 06:32:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1354025,2019-04-12 19:32:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1355225,2019-04-14 06:43:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1355324,2019-04-14 08:37:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1355670,2019-04-14 12:19:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1355993,2019-04-14 19:30:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1356363,2019-04-15 06:35:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1358431,2019-04-16 06:39:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1358770,2019-04-16 19:12:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1361245,2019-04-18 19:09:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1361708,2019-04-19 09:56:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1365034,2019-04-20 15:55:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1365035,2019-04-20 15:55:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1365547,2019-04-21 06:56:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1365593,2019-04-21 07:59:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1367903,2019-04-22 21:19:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1368083,2019-04-23 06:45:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1368629,2019-04-24 06:42:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1369324,2019-04-25 06:40:00,飞凤轩[出门],1,允许通过
313,180313,女,18金融管理,21747610,1370370,2019-04-25 21:04:00,飞凤轩[进门],1,允许通过
313,180313,女,18金融管理,21747610,1374584,2019-04-28 09:20:00,飞凤轩[出门],1,允许通过
315,180315,女,18金融管理,19220058,1331765,2019-04-01 03:56:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1337606,2019-04-01 22:12:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1337756,2019-04-05 13:34:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1340159,2019-04-04 15:18:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1346351,2019-04-02 20:38:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1346573,2019-04-29 13:37:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1347312,2019-04-08 11:36:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1347322,2019-04-08 00:00:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1349029,2019-04-08 19:34:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1349034,2019-04-08 19:38:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1349102,2019-04-08 22:51:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1349247,2019-04-09 19:49:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1349628,2019-04-10 12:09:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1350726,2019-04-10 20:33:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1350855,2019-04-11 13:11:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1351729,2019-04-11 20:14:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1356411,2019-04-12 11:28:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1356573,2019-04-13 12:49:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1356588,2019-04-13 13:18:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1366764,2019-04-21 12:54:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1367023,2019-04-21 21:45:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1369538,2019-04-24 12:27:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1369552,2019-04-24 12:54:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1369600,2019-04-24 00:00:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1369756,2019-04-25 17:01:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1370699,2019-04-25 20:04:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1370830,2019-04-26 13:05:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1370839,2019-04-26 13:36:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1376176,2019-04-26 00:00:00,青鸾苑[出门],1,允许通过
315,180315,女,18金融管理,19220058,1376178,2019-04-26 21:15:00,青鸾苑[进门],1,允许通过
315,180315,女,18金融管理,19220058,1376378,2019-04-27 13:41:00,青鸾苑[出门],1,允许通过
320,180320,女,18金融管理,21456458,1344737,2019-04-29 17:39:00,飞凤轩[出门],1,允许通过
320,180320,女,18金融管理,21456458,1347922,2019-04-08 00:00:00,飞凤轩[进门],1,允许通过
320,180320,女,18金融管理,21456458,1353874,2019-04-12 13:04:00,飞凤轩[出门],1,允许通过
320,180320,女,18金融管理,21456458,1360571,2019-04-18 14:39:00,飞凤轩[进门],1,允许通过
320,180320,女,18金融管理,21456458,1363133,2019-04-20 14:11:00,飞凤轩[出门],1,允许通过
320,180320,女,18金融管理,21456458,1363146,2019-04-20 14:22:00,飞凤轩[进门],1,允许通过
320,180320,女,18金融管理,21456458,1365310,2019-04-20 20:02:00,飞凤轩[进门],1,允许通过
320,180320,女,18金融管理,21456458,1366106,2019-04-21 00:00:00,飞凤轩[进门],1,允许通过
320,180320,女,18金融管理,21456458,1368094,2019-04-23 08:24:00,飞凤轩[进门],1,允许通过
320,180320,女,18金融管理,21456458,1368097,2019-04-23 08:34:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1341388,2019-04-02 16:07:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1344141,2019-04-02 21:58:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1344964,2019-04-29 19:35:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1345340,2019-04-30 00:00:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1345568,2019-04-30 00:00:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1348173,2019-04-08 20:59:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1348801,2019-04-09 21:13:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1351638,2019-04-11 23:20:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1351872,2019-04-12 09:20:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1354984,2019-04-13 20:18:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1355330,2019-04-14 08:44:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1355335,2019-04-14 08:47:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1355681,2019-04-14 12:24:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1356020,2019-04-14 19:44:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1358954,2019-04-16 21:36:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1359161,2019-04-17 08:49:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1360225,2019-04-17 21:48:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1362528,2019-04-19 00:00:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1365634,2019-04-21 08:33:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1365648,2019-04-21 08:52:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1374341,2019-04-27 20:19:00,飞凤轩[出门],1,允许通过
323,180323,女,18金融管理,19432954,1374824,2019-04-28 21:40:00,飞凤轩[进门],1,允许通过
323,180323,女,18金融管理,19432954,1374848,2019-04-28 22:09:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1331569,2019-04-01 00:00:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1334819,2019-04-05 08:54:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1335326,2019-04-05 20:48:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1337093,2019-04-07 21:35:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1339270,2019-04-03 19:27:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1339339,2019-04-03 20:28:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1339877,2019-04-04 09:40:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1340044,2019-04-04 13:23:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1340076,2019-04-04 13:42:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1340325,2019-04-04 15:48:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1341301,2019-04-02 13:54:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1344389,2019-04-29 08:48:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1344738,2019-04-29 17:40:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1345079,2019-04-29 20:49:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1345454,2019-04-30 09:30:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1345528,2019-04-30 10:37:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1345737,2019-04-30 19:18:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1345967,2019-04-30 21:48:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1348400,2019-04-09 09:14:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1348717,2019-04-09 19:16:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1350645,2019-04-11 13:10:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1351372,2019-04-11 19:39:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1351447,2019-04-11 20:53:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1351597,2019-04-11 22:34:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1351875,2019-04-12 09:26:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1354499,2019-04-13 09:04:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1358497,2019-04-16 00:00:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1359029,2019-04-16 22:17:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1360061,2019-04-17 19:25:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1360566,2019-04-18 14:34:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1361485,2019-04-18 21:59:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1361669,2019-04-19 09:25:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1362925,2019-04-20 08:29:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1363197,2019-04-20 15:15:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1365850,2019-04-21 00:00:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1365853,2019-04-21 14:02:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1367824,2019-04-22 19:57:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1367907,2019-04-22 21:22:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1370228,2019-04-25 19:16:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1370412,2019-04-25 21:35:00,飞凤轩[进门],1,允许通过
336,180336,女,18金融管理,20435898,1370468,2019-04-25 00:00:00,飞凤轩[出门],1,允许通过
336,180336,女,18金融管理,20435898,1374252,2019-04-27 15:47:00,飞凤轩[出门],1,允许通过
387,180387,女,18审计,19622362,1366053,2019-04-21 18:39:00,飞凤轩[进门],0,禁止通过-没有权限
387,180387,女,18审计,19622362,1366054,2019-04-21 18:39:00,飞凤轩[进门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1335754,2019-04-06 16:27:00,飞凤轩[出门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1335755,2019-04-06 16:27:00,飞凤轩[出门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1335756,2019-04-06 16:27:00,飞凤轩[出门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1335757,2019-04-06 16:27:00,飞凤轩[出门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1336149,2019-04-07 06:50:00,飞凤轩[出门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1336150,2019-04-07 06:50:00,飞凤轩[出门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1336151,2019-04-07 06:50:00,飞凤轩[出门],0,禁止通过-没有权限
403,180403,女,18审计,20345162,1336152,2019-04-07 06:50:00,飞凤轩[出门],0,禁止通过-没有权限
452,180452,女,18投资与理财,18614986,1337530,2019-04-01 19:44:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1337693,2019-04-05 00:00:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1337870,2019-04-05 20:26:00,青鸾苑[出门],1,允许通过
452,180452,女,18投资与理财,18614986,1346169,2019-04-04 20:36:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1346437,2019-04-29 08:04:00,青鸾苑[出门],1,允许通过
452,180452,女,18投资与理财,18614986,1349038,2019-04-08 19:41:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1349151,2019-04-09 00:00:00,青鸾苑[出门],1,允许通过
452,180452,女,18投资与理财,18614986,1350711,2019-04-10 19:56:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1356486,2019-04-13 08:03:00,青鸾苑[出门],1,允许通过
452,180452,女,18投资与理财,18614986,1359235,2019-04-15 22:35:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1361866,2019-04-18 22:58:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1363425,2019-04-20 14:03:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1366881,2019-04-21 17:03:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1366944,2019-04-21 18:50:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1368864,2019-04-23 00:00:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1369598,2019-04-24 00:00:00,青鸾苑[进门],1,允许通过
452,180452,女,18投资与理财,18614986,1376241,2019-04-27 08:07:00,青鸾苑[出门],1,允许通过
452,180452,女,18投资与理财,18614986,1376632,2019-04-28 23:59:00,青鸾苑[进门],1,允许通过
510,180510,女,18投资与理财,18512074,1354167,2019-04-12 21:04:00,飞凤轩[进门],0,禁止通过-没有权限
518,180518,男,18电子商务,21450730,1338686,2019-04-05 11:15:00,第七教学楼[进门],1,允许通过
527,180527,男,18电子商务,21018010,1334574,2019-04-01 21:57:00,飞凤轩[出门],1,允许通过
527,180527,男,18电子商务,21018010,1334868,2019-04-05 09:46:00,飞凤轩[进门],1,允许通过
527,180527,男,18电子商务,21018010,1335773,2019-04-06 16:54:00,飞凤轩[进门],1,允许通过
527,180527,男,18电子商务,21018010,1335959,2019-04-06 19:41:00,飞凤轩[出门],1,允许通过
